Token	0Gold	1Bert	2Flair	3Stanza	4Marmot	5Hunpos
partierna	NOUN.Case=Nom.Definite=Def.Gender=Neut.Number=Plur	NOUN.Case=Nom.Definite=Def.Gender=Neut.Number=Plur	NOUN.Case=Nom.Definite=Def.Gender=Neut.Number=Plur	NOUN.Case=Nom.Definite=Def.Gender=Neut.Number=Plur	NOUN.Case=Nom.Definite=Def.Gender=Neut.Number=Plur	NOUN.Case=Nom.Definite=Def.Gender=Neut.Number=Plur
finns	VERB.Mood=Ind.Tense=Pres.VerbForm=Fin	VERB.Mood=Ind.Tense=Pres.VerbForm=Fin	VERB.Mood=Ind.Tense=Pres.VerbForm=Fin	VERB.Mood=Ind.Tense=Pres.VerbForm=Fin	VERB.Mood=Ind.Tense=Pres.VerbForm=Fin	VERB.Mood=Ind.Tense=Pres.VerbForm=Fin
en	DET.Definite=Ind.Gender=Com.Number=Sing.PronType=Art	DET.Definite=Ind.Gender=Com.Number=Sing.PronType=Art	DET.Definite=Ind.Gender=Com.Number=Sing.PronType=Art	DET.Definite=Ind.Gender=Com.Number=Sing.PronType=Art	DET.Definite=Ind.Gender=Com.Number=Sing.PronType=Art	DET.Definite=Ind.Gender=Com.Number=Sing.PronType=Art
allmän	ADJ.Case=Nom.Definite=Ind.Degree=Pos.Gender=Com.Number=Sing	ADJ.Case=Nom.Definite=Ind.Degree=Pos.Gender=Com.Number=Sing	ADJ.Case=Nom.Definite=Ind.Degree=Pos.Gender=Com.Number=Sing	ADJ.Case=Nom.Definite=Ind.Degree=Pos.Gender=Com.Number=Sing	ADJ.Case=Nom.Definite=Ind.Degree=Pos.Gender=Com.Number=Sing	ADJ.Case=Nom.Definite=Ind.Degree=Pos.Gender=Com.Number=Sing
liknöjdhet	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Sing
beträffande	ADP	ADP	ADP	ADP	ADP	ADP
kvinnans	NOUN.Case=Gen.Definite=Def.Gender=Com.Number=Sing	NOUN.Case=Gen.Definite=Def.Gender=Com.Number=Sing	NOUN.Case=Gen.Definite=Def.Gender=Com.Number=Sing	NOUN.Case=Gen.Definite=Def.Gender=Com.Number=Sing	NOUN.Case=Gen.Definite=Def.Gender=Com.Number=Sing	NOUN.Case=Gen.Definite=Def.Gender=Com.Number=Sing
jämlikhetskrav	NOUN.Case=Nom.Definite=Ind.Gender=Neut.Number=Sing	NOUN.Case=Nom.Definite=Ind.Gender=Neut.Number=Plur	NOUN.Case=Nom.Definite=Ind.Gender=Neut.Number=Plur	NOUN.Case=Nom.Definite=Ind.Gender=Neut.Number=Plur	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Ind.Gender=Neut.Number=Plur
och	CCONJ	CCONJ	CCONJ	CCONJ	CCONJ	CCONJ
ett	DET.Definite=Ind.Gender=Neut.Number=Sing.PronType=Art	DET.Definite=Ind.Gender=Neut.Number=Sing.PronType=Art	DET.Definite=Ind.Gender=Neut.Number=Sing.PronType=Art	DET.Definite=Ind.Gender=Neut.Number=Sing.PronType=Art	DET.Definite=Ind.Gender=Neut.Number=Sing.PronType=Art	DET.Definite=Ind.Gender=Neut.Number=Sing.PronType=Art
motsvarande	ADJ.Case=Nom.Tense=Pres.VerbForm=Part	ADJ.Case=Nom.Tense=Pres.VerbForm=Part	ADJ.Case=Nom.Tense=Pres.VerbForm=Part	ADJ.Case=Nom.Tense=Pres.VerbForm=Part	ADJ.Case=Nom.Tense=Pres.VerbForm=Part	ADJ.Case=Nom.Tense=Pres.VerbForm=Part
ointresse	NOUN.Case=Nom.Definite=Ind.Gender=Neut.Number=Sing	NOUN.Case=Nom.Definite=Ind.Gender=Neut.Number=Sing	NOUN.Case=Nom.Definite=Ind.Gender=Neut.Number=Sing	NOUN.Case=Nom.Definite=Ind.Gender=Neut.Number=Sing	NOUN.Case=Nom.Definite=Ind.Gender=Neut.Number=Sing	NOUN.Case=Nom.Definite=Ind.Gender=Neut.Number=Sing
finns	VERB.Mood=Ind.Tense=Pres.VerbForm=Fin	VERB.Mood=Ind.Tense=Pres.VerbForm=Fin	VERB.Mood=Ind.Tense=Pres.VerbForm=Fin	VERB.Mood=Ind.Tense=Pres.VerbForm=Fin	VERB.Mood=Ind.Tense=Pres.VerbForm=Fin	VERB.Mood=Ind.Tense=Pres.VerbForm=Fin
också	ADV	ADV	ADV	ADV	ADV	ADV
inom	ADP	ADP	ADP	ADP	ADP	ADP
arbetsmarknadens	NOUN.Case=Gen.Definite=Def.Gender=Com.Number=Sing	NOUN.Case=Gen.Definite=Def.Gender=Com.Number=Sing	NOUN.Case=Gen.Definite=Def.Gender=Com.Number=Sing	NOUN.Case=Gen.Definite=Def.Gender=Com.Number=Sing	NOUN.Case=Gen.Definite=Def.Gender=Com.Number=Sing	NOUN.Case=Gen.Definite=Def.Gender=Com.Number=Sing
stora	ADJ.Case=Nom.Degree=Pos.Number=Plur	ADJ.Case=Nom.Degree=Pos.Number=Plur	ADJ.Case=Nom.Degree=Pos.Number=Plur	ADJ.Case=Nom.Degree=Pos.Number=Plur	ADJ.Case=Nom.Degree=Pos.Number=Plur	ADJ.Case=Nom.Definite=Def.Degree=Pos.Number=Sing
,	PUNCT	PUNCT	PUNCT	PUNCT	PUNCT	PUNCT
miljonomslutande	ADJ.Case=Nom.Tense=Pres.VerbForm=Part	ADJ.Case=Nom.Tense=Pres.VerbForm=Part	ADJ.Case=Nom.Tense=Pres.VerbForm=Part	ADJ.Case=Nom.Tense=Pres.VerbForm=Part	ADJ.Case=Nom.Tense=Pres.VerbForm=Part	ADJ.Case=Nom.Tense=Pres.VerbForm=Part
organisationer	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Plur	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Plur	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Plur	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Plur	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Plur	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Plur
.	PUNCT	PUNCT	PUNCT	PUNCT	PUNCT	PUNCT

Varför	ADV	ADV	ADV	ADV	ADV	ADV
är	VERB.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act	AUX.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act	AUX.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act	AUX.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act	AUX.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act	AUX.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act
det	PRON.Definite=Def.Gender=Neut.Number=Sing.PronType=Prs	PRON.Definite=Def.Gender=Neut.Number=Sing.PronType=Prs	PRON.Definite=Def.Gender=Neut.Number=Sing.PronType=Prs	PRON.Definite=Def.Gender=Neut.Number=Sing.PronType=Prs	PRON.Definite=Def.Gender=Neut.Number=Sing.PronType=Prs	PRON.Definite=Def.Gender=Neut.Number=Sing.PronType=Prs
på	ADP	ADP	ADP	ADP	ADP	ADP
detta	DET.Definite=Def.Gender=Neut.Number=Sing.PronType=Dem	DET.Definite=Def.Gender=Neut.Number=Sing.PronType=Dem	DET.Definite=Def.Gender=Neut.Number=Sing.PronType=Dem	DET.Definite=Def.Gender=Neut.Number=Sing.PronType=Dem	DET.Definite=Def.Gender=Neut.Number=Sing.PronType=Dem	DET.Definite=Def.Gender=Neut.Number=Sing.PronType=Dem
sätt	NOUN.Case=Nom.Definite=Ind.Gender=Neut.Number=Sing	NOUN.Case=Nom.Definite=Ind.Gender=Neut.Number=Sing	NOUN.Case=Nom.Definite=Ind.Gender=Neut.Number=Sing	NOUN.Case=Nom.Definite=Ind.Gender=Neut.Number=Sing	NOUN.Case=Nom.Definite=Ind.Gender=Neut.Number=Sing	NOUN.Case=Nom.Definite=Ind.Gender=Neut.Number=Sing
?	PUNCT	PUNCT	PUNCT	PUNCT	PUNCT	PUNCT

Två	NUM.Case=Nom.NumType=Card	NUM.Case=Nom.NumType=Card	NUM.Case=Nom.NumType=Card	NUM.Case=Nom.NumType=Card	NUM.Case=Nom.NumType=Card	NUM.Case=Nom.NumType=Card
huvudfaktorer	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Plur	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Plur	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Plur	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Plur	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Plur	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Plur
kan	AUX.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act	AUX.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act	AUX.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act	AUX.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act	AUX.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act	AUX.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act
urskiljas	VERB.VerbForm=Inf.Voice=Pass	VERB.VerbForm=Inf.Voice=Pass	VERB.VerbForm=Inf.Voice=Pass	VERB.VerbForm=Inf.Voice=Pass	VERB.VerbForm=Inf.Voice=Pass	VERB.VerbForm=Inf.Voice=Pass
som	PRON.PronType=Rel	PRON.PronType=Rel	PRON.PronType=Rel	SCONJ	SCONJ	SCONJ
förklarar	VERB.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act	VERB.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act	VERB.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act	VERB.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act	VERB.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act	VERB.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act
men	CCONJ	CCONJ	CCONJ	CCONJ	CCONJ	CCONJ
inte	PART.Polarity=Neg	PART.Polarity=Neg	PART.Polarity=Neg	PART.Polarity=Neg	PART.Polarity=Neg	PART.Polarity=Neg
ursäktar	VERB.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act	VERB.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act	VERB.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Plur	VERB.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act	VERB.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act
:	PUNCT	PUNCT	PUNCT	PUNCT	PUNCT	PUNCT

Den	DET.Definite=Def.Gender=Com.Number=Sing.PronType=Art	DET.Definite=Def.Gender=Com.Number=Sing.PronType=Art	DET.Definite=Def.Gender=Com.Number=Sing.PronType=Art	DET.Definite=Def.Gender=Com.Number=Sing.PronType=Art	DET.Definite=Def.Gender=Com.Number=Sing.PronType=Art	DET.Definite=Def.Gender=Com.Number=Sing.PronType=Art
olika	ADJ.Case=Nom.Degree=Pos.Number=Plur	ADJ.Case=Nom.Definite=Def.Degree=Pos.Number=Sing	ADJ.Case=Nom.Definite=Def.Degree=Pos.Number=Sing	ADJ.Case=Nom.Definite=Def.Degree=Pos.Number=Sing	ADJ.Case=Nom.Definite=Def.Degree=Pos.Number=Sing	ADJ.Case=Nom.Degree=Pos.Number=Plur
könsrollen	NOUN.Case=Nom.Definite=Def.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Com.Number=Sing
som	SCONJ	SCONJ	SCONJ	SCONJ	SCONJ	PRON.PronType=Rel
barnavårdare	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Sing
och	CCONJ	CCONJ	CCONJ	CCONJ	CCONJ	CCONJ
uppfostrare	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Sing
.	PUNCT	PUNCT	PUNCT	PUNCT	PUNCT	PUNCT

Traditionella	ADJ.Case=Nom.Degree=Pos.Number=Plur	ADJ.Case=Nom.Degree=Pos.Number=Plur	ADJ.Case=Nom.Degree=Pos.Number=Plur	ADJ.Case=Nom.Degree=Pos.Number=Plur	ADJ.Case=Nom.Degree=Pos.Number=Plur	ADJ.Case=Nom.Degree=Pos.Number=Plur
uppfattningar	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Plur	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Plur	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Plur	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Plur	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Plur	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Plur
och	CCONJ	CCONJ	CCONJ	CCONJ	CCONJ	CCONJ
missuppfattningar	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Plur	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Plur	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Plur	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Plur	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Plur	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Plur
om	ADP	ADP	ADP	ADP	ADP	ADP
könsrollerna	NOUN.Case=Nom.Definite=Def.Gender=Com.Number=Plur	NOUN.Case=Nom.Definite=Def.Gender=Com.Number=Plur	NOUN.Case=Nom.Definite=Def.Gender=Com.Number=Plur	NOUN.Case=Nom.Definite=Def.Gender=Com.Number=Plur	NOUN.Case=Nom.Definite=Def.Gender=Com.Number=Plur	NOUN.Case=Nom.Definite=Def.Gender=Com.Number=Plur
inom	ADP	ADP	ADP	ADP	ADP	ADP
arbetsliv	NOUN.Case=Nom.Definite=Ind.Gender=Neut.Number=Sing	NOUN.Case=Nom.Definite=Ind.Gender=Neut.Number=Sing	NOUN.Case=Nom.Definite=Ind.Gender=Neut.Number=Sing	NOUN.Case=Nom.Definite=Ind.Gender=Neut.Number=Sing	NOUN.Case=Nom.Definite=Ind.Gender=Neut.Number=Sing	NOUN.Case=Nom.Definite=Ind.Gender=Neut.Number=Sing
och	CCONJ	CCONJ	CCONJ	CCONJ	CCONJ	CCONJ
på	ADP	ADP	ADP	ADP	ADP	ADP
arbetsmarknaden	NOUN.Case=Nom.Definite=Def.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Com.Number=Sing
.	PUNCT	PUNCT	PUNCT	PUNCT	PUNCT	PUNCT

Det	DET.Definite=Def.Gender=Neut.Number=Sing.PronType=Art	DET.Definite=Def.Gender=Neut.Number=Sing.PronType=Art	DET.Definite=Def.Gender=Neut.Number=Sing.PronType=Art	DET.Definite=Def.Gender=Neut.Number=Sing.PronType=Art	DET.Definite=Def.Gender=Neut.Number=Sing.PronType=Art	DET.Definite=Def.Gender=Neut.Number=Sing.PronType=Art
biologiska	ADJ.Case=Nom.Definite=Def.Degree=Pos.Number=Sing	ADJ.Case=Nom.Definite=Def.Degree=Pos.Number=Sing	ADJ.Case=Nom.Definite=Def.Degree=Pos.Number=Sing	ADJ.Case=Nom.Definite=Def.Degree=Pos.Number=Sing	ADJ.Case=Nom.Definite=Def.Degree=Pos.Number=Sing	ADJ.Case=Nom.Definite=Def.Degree=Pos.Number=Sing
faktum	NOUN.Case=Nom.Definite=Def.Gender=Neut.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Neut.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Neut.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Neut.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Neut.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Neut.Number=Sing
att	SCONJ	SCONJ	SCONJ	SCONJ	SCONJ	SCONJ
kvinnan	NOUN.Case=Nom.Definite=Def.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Com.Number=Sing
föder	VERB.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act	VERB.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act	VERB.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act	VERB.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act	VERB.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act	VERB.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act
barnet	NOUN.Case=Nom.Definite=Def.Gender=Neut.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Neut.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Neut.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Neut.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Neut.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Neut.Number=Sing
och	CCONJ	CCONJ	CCONJ	CCONJ	CCONJ	CCONJ
att	SCONJ	SCONJ	SCONJ	SCONJ	SCONJ	SCONJ
barnet	NOUN.Case=Nom.Definite=Def.Gender=Neut.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Neut.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Neut.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Neut.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Neut.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Neut.Number=Sing
under	ADP	ADP	ADP	ADP	ADP	ADP
de	DET.Definite=Def.Number=Plur.PronType=Art	DET.Definite=Def.Number=Plur.PronType=Art	DET.Definite=Def.Number=Plur.PronType=Art	DET.Definite=Def.Number=Plur.PronType=Art	DET.Definite=Def.Number=Plur.PronType=Art	DET.Definite=Def.Number=Plur.PronType=Art
första	ADJ.Case=Nom	ADJ.Case=Nom	ADJ.Case=Nom	ADJ.Case=Nom	ADJ.Case=Nom	ADJ.Case=Nom
levnadsåren	NOUN.Case=Nom.Definite=Def.Gender=Neut.Number=Plur	NOUN.Case=Nom.Definite=Def.Gender=Neut.Number=Plur	NOUN.Case=Nom.Definite=Def.Gender=Neut.Number=Plur	NOUN.Case=Nom.Definite=Def.Gender=Neut.Number=Plur	NOUN.Case=Nom.Definite=Def.Gender=Neut.Number=Plur	NOUN.Case=Nom.Definite=Def.Gender=Neut.Number=Plur
är	AUX.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act	AUX.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act	AUX.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act	AUX.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act	AUX.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act	AUX.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act
starkt	ADV.Degree=Pos	ADV.Degree=Pos	ADV.Degree=Pos	ADV.Degree=Pos	ADV.Degree=Pos	ADV.Degree=Pos
beroende	ADJ.Case=Nom.Tense=Pres.VerbForm=Part	ADJ.Case=Nom.Tense=Pres.VerbForm=Part	ADJ.Case=Nom.Tense=Pres.VerbForm=Part	ADJ.Case=Nom.Tense=Pres.VerbForm=Part	ADJ.Case=Nom.Tense=Pres.VerbForm=Part	ADJ.Case=Nom.Tense=Pres.VerbForm=Part
av	ADP	ADP	ADP	ADP	ADP	ADP
modern	NOUN.Case=Nom.Definite=Def.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Com.Number=Sing
(	PUNCT	PUNCT	PUNCT	PUNCT	PUNCT	PUNCT
eller	CCONJ	CCONJ	CCONJ	CCONJ	CCONJ	CCONJ
motsvarande	ADJ.Case=Nom.Tense=Pres.VerbForm=Part	ADJ.Case=Nom.Tense=Pres.VerbForm=Part	ADJ.Case=Nom.Tense=Pres.VerbForm=Part	ADJ.Case=Nom.Tense=Pres.VerbForm=Part	ADJ.Case=Nom.Tense=Pres.VerbForm=Part	ADJ.Case=Nom.Tense=Pres.VerbForm=Part
omsorger	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Plur	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Plur	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Plur	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Plur	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Plur	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Plur
)	PUNCT	PUNCT	PUNCT	PUNCT	PUNCT	PUNCT
sätter	VERB.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act	VERB.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act	VERB.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act	VERB.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act	VERB.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act	VERB.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act
sin	PRON.Definite=Def.Gender=Com.Number=Sing.Poss=Yes.PronType=Prs	PRON.Definite=Def.Gender=Com.Number=Sing.Poss=Yes.PronType=Prs	PRON.Definite=Def.Gender=Com.Number=Sing.Poss=Yes.PronType=Prs	PRON.Definite=Def.Gender=Com.Number=Sing.Poss=Yes.PronType=Prs	PRON.Definite=Def.Gender=Com.Number=Sing.Poss=Yes.PronType=Prs	PRON.Definite=Def.Gender=Com.Number=Sing.Poss=Yes.PronType=Prs
prägel	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Sing
på	ADP	ADP	ADP	ADP	ADP	ADP
hela	ADJ.Case=Nom.Definite=Def.Degree=Pos.Number=Sing	ADJ.Case=Nom.Definite=Def.Degree=Pos.Number=Sing	ADJ.Case=Nom.Definite=Def.Degree=Pos.Number=Sing	ADJ.Case=Nom.Definite=Def.Degree=Pos.Number=Sing	ADJ.Case=Nom.Definite=Def.Degree=Pos.Number=Sing	ADJ.Case=Nom.Definite=Def.Degree=Pos.Number=Sing
kvinnosläktet	NOUN.Case=Nom.Definite=Def.Gender=Neut.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Neut.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Neut.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Neut.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Neut.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Neut.Number=Sing
nära	ADV.Degree=Pos	ADV.Degree=Pos	ADV.Degree=Pos	ADV.Degree=Pos	ADV.Degree=Pos	ADV.Degree=Pos
nog	ADV	ADV	ADV	ADV	ADV	ADV
oavsett	ADV.Degree=Pos	ADP	ADV.Degree=Pos	ADV	ADV.Degree=Pos	ADV.Degree=Pos
om	SCONJ	SCONJ	SCONJ	SCONJ	ADP	SCONJ
kvinnan	NOUN.Case=Nom.Definite=Def.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Com.Number=Sing
blir	VERB.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act	VERB.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act	VERB.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act	VERB.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act	VERB.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act	VERB.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act
moder	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Sing	NOUN.Case=Nom.Definite=Ind.Gender=Com.Number=Sing
eller	CCONJ	CCONJ	CCONJ	CCONJ	CCONJ	CCONJ
ej	PART.Polarity=Neg	PART.Polarity=Neg	PART.Polarity=Neg	PART.Polarity=Neg	PART.Polarity=Neg	PART.Polarity=Neg
,	PUNCT	PUNCT	PUNCT	PUNCT	PUNCT	PUNCT
oavsett	ADP	ADP	ADV.Degree=Pos	AUX.Mood=Ind.Tense=Pres.VerbForm=Fin.Voice=Act	ADV.Degree=Pos	ADP
det	DET.Definite=Def.Gender=Neut.Number=Sing.PronType=Art	DET.Definite=Def.Gender=Neut.Number=Sing.PronType=Art	DET.Definite=Def.Gender=Neut.Number=Sing.PronType=Art	PRON.Definite=Def.Gender=Neut.Number=Sing.PronType=Prs	DET.Definite=Def.Gender=Neut.Number=Sing.PronType=Art	DET.Definite=Def.Gender=Neut.Number=Sing.PronType=Art
faktum	NOUN.Case=Nom.Definite=Def.Gender=Neut.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Neut.Number=Sing	NOUN.Case=Nom.Definite=Ind.Gender=Neut.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Neut.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Neut.Number=Sing	NOUN.Case=Nom.Definite=Def.Gender=Neut.Number=Sing
att	SCONJ	SCONJ	SCONJ	SCONJ	SCONJ	SCONJ
för	ADP	ADP	ADP	ADP	ADP	ADP
